520829332525441024	negative	Saturday without Leeds United is like Sunday without a Sunday dinner it doesn't feel normal at all (Ryan)
522931511323275264	positive	Catch Rainbow Valley at the @CBC #IMAF2014 Gala. Oct 26 @TheGuildPEI! http://t.co/S5aJAEpnkY
523099837936312321	positive	"@NiklaklePinkel it doesn't really count, I was decorating a haunted house for a Halloween program tomorrow...I get paid lots of overtime:-)"
521384413217959937	positive	"#BEARDOWN Wish us luck...we may need it. (@ Georgia Dome for Atlanta Falcons vs. Chicago Bears in Atlanta, GA) https://t.co/D0nAGYO4nO"
523076584497229824	positive	We're so excited to be part of the Still We Rise Gala on Dec 3. Join us! @warriors4peace http://t.co/MsKuNg5VMH http://t.co/BdQm1uZe4J
522903127717330944	negative	"Not really feeling this new season of American Horror Story. 1st 2 season were legit, it went downhill after that."
520384524933672960	positive	"@jag_meister1980 Dude, c'mon. Bears are going to the Georgia Dome. That's the one place the Falcons CAN win."
522838326126989314	neutral	I wonder if Billy Joe Armstrong (Green Day) gets woken up every October 1st. That joke would be funny the first time but prob get annoying.
522436979921674241	neutral	Late upload from the Bears game Sunday @ The Georgia Dome http://t.co/C0iXej2XSz
522958573685735425	neutral	I caught up on AHS I'm a have to do scandal and how to get away with murder tomorrow
523087448264671233	neutral	My Friday consists of Netflix and hot tea allllllllll day long.
522089822991970305	positive	I'm a big fan of Kunle Afolayan. I normally enjoy his movies  Is October 1 any good? Would love to see it
522156684903735296	positive	I watched October 1 today. Awesome movie: A blockbuster! Kunle Afolayan never disappoints. D Lord will bless u with better ideas.Cheers!
523073472440721408	neutral	#DailyDouble reminder! Liam's on a Friday night double @ 11/4. Get it here &gt;&gt;&gt;http://t.co/puba8PjJbn http://t.co/vQITaxF6wj
522849555562242048	positive	@Dev_Still71  just got back to Ohio from LA while I was there I saw a guy wearing your jersey on Sun. And one at LAX yesterday #LeahStrong
519035126920273920	neutral	@stanleyazuakola there was a particular scene where Danladi sat in the bush with Afolayan's character. They just kept talking and talking.
522767036166856704	positive	Need car financing? Toyota of Hollywood has you covered! http://t.co/rMFV0qYNOK
522855301876580353	positive	"I've been watching Gilmore Girls for the past 3 hours. Oops, happy Thursday!"
519145349596737536	neutral	The Coast Guard first encountered Reza Baluchi on Wednesday after receiving a report about a man in a bubble off the coast of Florida...
523082124812124161	negative	"@virginmedia Hi, was offered the 6 months free Netflix last Tuesday and was told it takes 5 days to receive a code but haven't got anything"
523096571995774978	neutral	Tip o' the day on Green Day Friday @binghamtonu: Give your old laptop a new life via Globetops  http://t.co/srt7KCnsCT
522983614741745664	neutral	just sat here thinking about liam and louis changing their world the whole world
522787055060148224	positive	Kobe Bryant is better than the 40th best player. I would say about 25th
523035728226177024	neutral	#DailyDouble time! Liam's on a Friday night double @ 11/4. Get it here &gt;&gt;&gt;http://t.co/puba8PjJbn http://t.co/vQITaxF6wj
523102034598559745	neutral	How safe are local rescue workers against the threat of Ebola? David Linton provides some answers on Sunday.
523099232173957120	positive	Brilliant brilliant brilliant. Wondering what to do for Halloween? Lensa nails it. Friday Night http://t.co/QZXlXCm2yA via @lensatweets
522976748162809856	positive	Just watched the whole 2nd season of AHS in less then 24 hours. I'm not even ashamed.
522905032996712448	neutral	"Lax sesh tomorrow fr, need it"
521058627759509506	positive	"Blood moon returns early Wednesday, and this time it's bigger http://t.co/lhReFD9ml1"
523095100373893120	neutral	Martinez confirms he's in the 18 for tomorrow. Ospina got banjaxed by that unpunished late foul against Galatasaray.
521791172701093888	positive	"Football giants Leeds United take on Rotherham this Friday at 7:30, be sure to be here to watch it. No doubt it will be a classic. #lufc"
522918140016328706	neutral	@VictoriaJustice I may or may not be watching Gilmore Girls just because you're in this episode.
523058491460943872	neutral	"http://t.co/04psdX9ixP Jennifer Lawrence touched down at LAX on Tuesday sporting a """"love"""" pin on her purse. Simple enough, but if you're ..."
523098781186007040	negative	"@MichelleNunnGA Trick or Treat: Wants Georgia voters to forget she's a Democrat and Sam Nunn's daughter until after Halloween, oops Nov 4"
522949481697140736	positive	The #SacredHeartsAcademy Gala is on Friday evening!   Read about the Distinguished Alumnae: http://t.co/LB3KeZbJnt
522996460804374528	negative	"It may be because it's really late or because i've watched 40+ hours of Gilmore Girls, but I just cried way too much when Rory graduated..."
518806800356110336	positive	@KaylaKnappFOX you might enjoy these pics I took at Arsenal vs Galatasaray on Wed http://t.co/KUIhYpDIuN
522937786098528256	neutral	"Georgetown may have Bill Clinton, but we have Twisty the Clown from American Horror Story #CUA #AHS"
