637641175948763136	neutral	@SeeMonterey LOST - Sony cell phone with holiday photos. Early Fri morning, Montreal transit plaza or no. 13 bus to airport. REWARD! Plz RT.
637651487762554881	neutral	@PersonaSoda well yeah, that's third parties. Sony itself isn't putting out actual games for it. It's got 1-2 yrs of 3rd party support left.
637666734300905472	negative	Sony rewards app is like a lot of 19 y.o female singers and a non retro sale. 2nd one with no info
637668142110654468	neutral	@fakethom Have android tab and don't use phone much, in fact very little. May go the Sony route then:-)
637708370129125377	positive	Finally I get my ps4 back I sent it to Sony cause my HDMI was mess up now I can play MG's Tuesday yeaaaaa buddy
637807521500020737	negative	@AskPlayStation Why won't u guys help me out?! Im calling Sony tomorrow! I want help but the "support team" 3 hours of tweeting and nothing
637857585652076544	neutral	Sony's 1st teaser package for the launch of the original Playstation seems to feature a dominatrix? https://t.co/xbisCRkPL4 #MistressSophia
637859860017647616	neutral	#tv Ind vs SL 3rd Test Day 3: Cricket live score and Sony Six live streaming info: Watch the live teleca... http://t.co/mUlHw4cN00 #Sony
637923877423742977	neutral	@TruthInsider @bertymufc @gamerxone720 @PNF4LYFE @Yanks2013 @VirtuaMe Lol it's all about Sony Sony Sony, if Sony gave Bj's u be the 1st
638045103861465088	neutral	@greencapt Official reason, because the game has to be on our region store and sony wont have it up til tuesday
638141885022736385	positive	the only thing crazier than last-gen was 6th-gen. a 4-way console race between Sega, Nintendo, Microsoft &amp; Sony. you'll NEVER see that again
638159273072062464	positive	When you remember Sony is trying to make bible study mandatory on Sunday nights @xo_taylorbang http://t.co/CfljDMvMv3
638172841284866053	neutral	I know it's coming coon but I don't get why it's taken so long for Sony to release a remote for the PS4. All of the 3rd party ones are bad.
638175116145377280	positive	@InfinityInq Everyone is playing 3.0 and I'm just sitting here playing 2.0 because Sony is making me wait until tomorrow.
638198267013169153	positive	Albert Shum and I won 3rd in a SONY design competition in early 90's...our design was a phone in which you push... http://t.co/gAKP1hAyYX
638218790539407360	neutral	At least Sony will probably be selling it for cheap come Black Friday.
638270737502105600	neutral	@InnoBystander Might keep SONY monthly subs going beyond tomorrow....
638393198201696256	positive	@tauriqmoosa Nope. Tomorrow.  Wait... tomorrow's also when Sony breaks out the next bundle of PS+ freebies.  Oh, what a LOVELY day!
638394988892520448	neutral	Uncharted 4: A Thief's End launches for PS4 in North America on March 18, 2016, Sony announced today.The latest game in the Naughty D...
638399901349621760	negative	@kewldoode72 Will be interesting to see if  Sony addresses the heat issues in the Z5 - it may have found a work around
638453810093006848	positive	@pizzalordess is official. Coming back to the Sony family with Destiny in hand Sept 15th.
638481185275052032	neutral	@Adam_OliverYT Hi Adam, you may need to contact Playstation support or Sony for details regarding this aspect of your purchase. ^TO
638575315770478593	positive	Oh my gosh actual acknowledgement from Sony the Vita exists. https://t.co/3QEfWcBRu0
638626774503415808	positive	Mashable : Sony's electronics division may be in a slump, but it doesn't plan on fading quietly into the night. To spur innovation at...
638640306905190400	neutral	#tech Sony's new smartwatch packs all its tech in the wristband: Sony's electronics division may be in a slump... http://t.co/moVzepIzww
638775649193361409	negative	@bollybrit @itsnacool both of webb ones made less money than the 3rd Raimi one, plus the success of Marvel had Sony scared i think
638783969568366593	negative	And in comes Sony with the letdown. Only one color. Clap it up... low and slow https://t.co/6jaRCgfvTP
638797155428339712	neutral	@x2twisted It's the disc tray reader that's all I know. My warranty is up so it would be 140 to get fixed by Sony so may do it myself
638813699927621632	positive	@Guillin @jayesh Personally, I'm looking forward to Sony's presser tomorrow about the new Xperia :p
638822443352612864	positive	DEAL ALERT: Here's a 3rd-party battery w/great reviews @Amazon, compatible with Sony CineAlta &amp; Blackmagic URSA cams: http://t.co/amWKaJuQcl
638823054353694720	neutral	Aqua blue PS Vita debuts in November - Sony is introducing an aqua blue PlayStation Vita and will begin selling it... http://t.co/g1UvIc1q4u
638890534073954304	neutral	Sony may release first smartphone with 4K screen - The Star Online http://t.co/cEdCUgEuWs #News
638901502791184384	neutral	Do I know anyone in LA with a Red, Sony C300 or Sony fs7 that I could rent or borrow tomorrow night (9/2) for a few hours?
639074935240065024	neutral	@vsamuel323 For any information on this we ask that you contact Sony directly. Apologies for the inconvenience this may cause. ^AI
639087527165497344	neutral	Rich Guys Can't Make Other Rich Guys Look Bad: It's the 1st Law Of Rich Guys or something.In the end even Sony... http://t.co/yNVaGavh1a
639093319516205057	positive	Sony may just have made my new phone. That's a brilliant line up that nails practically everything. Let's see what the reviews say.
639093919024742400	negative	Exactly why I'll never buy Sony. Those 1st class ass kissers are dick pulling the media for high scores on future games. LOL. @tomwarren
639121090652930048	neutral	Sony may have cut scenes from #WillSmith's film #Concussion to avoid angering the NFL! http://t.co/nSUCckKwhK http://t.co/DMQTRDbSbX
